final_rank,title,year,genres,popularity_rank,rating_rank,final_score
3504,Menus-Plaisirs - Les Troisgros,,Documentary,N/A,2234,2292.25
3505,Widows,,"Crime, Thriller",1768,N/A,2292.25
3506,Eileen,,"Thriller, Drama, Crime",1769,N/A,2292.50
3507,My Policeman,,"Drama, Romance",1770,N/A,2292.75
3508,Fruits Basket,,"Animation, Comedy, Drama, Romance",N/A,2235,2293.00
3509,Footloose,,"Drama, Romance",1771,N/A,2293.00
3510,First Cow,,"Drama, Western",1772,N/A,2293.25
3511,The Girl on the Train,,"Thriller, Mystery, Drama, Crime",1773,N/A,2293.50
3512,Black Mirror: Joan Is Awful,,,1774,N/A,2293.75
3513,The Man Who Stole the Sun,,"Comedy, Crime, Thriller, Action, Science Fiction",N/A,2236,2293.75
3514,Unfriended,,"Horror, Mystery, Thriller",1777,N/A,2294.50
3515,Host,,"Horror, Thriller, Mystery",1778,N/A,2294.75
3516,It,,Horror,1780,N/A,2295.25
3517,Jujutsu Kaisen 0,,"Animation, Action, Fantasy",1781,N/A,2295.50
3518,Funny Games,,"Drama, Horror, Thriller",1782,N/A,2295.75
3519,Muddy River,,Drama,N/A,2239,2296.00
3520,My Big Fat Greek Wedding,,"Comedy, Drama, Romance",1783,N/A,2296.00
3521,Cats,,"Fantasy, Comedy, Drama",1785,N/A,2296.50
3522,Resident Evil,,"Animation, Action, Horror",1787,N/A,2297.00
3523,Spaceballs,,"Comedy, Science Fiction",1788,N/A,2297.25
3524,The NeverEnding Story,,"Adventure, Fantasy, Family, Drama",1789,N/A,2297.50
3525,George Carlin: Complaints & Grievances,,"Comedy, TV Movie",N/A,2241,2297.50
3526,Remember the Titans,,Drama,1790,N/A,2297.75
3527,Sucker Punch,,"Action, Fantasy, Thriller",1791,N/A,2298.00
3528,The Boogeyman,,"Horror, Thriller, Mystery",1792,N/A,2298.25
3529,George Carlin: Life Is Worth Losing,,"Comedy, TV Movie",N/A,2242,2298.25
3530,A Beautiful Day in the Neighborhood,,"Drama, History",1793,N/A,2298.50
3531,Rebel Moon – Part One: A Child of Fire,,"Science Fiction, Drama, Action",1794,N/A,2298.75
3532,Dawn of the Dead,,"Action, Horror, Drama",1795,N/A,2299.00
3533,The Secret Garden,,"Family, Fantasy, Drama",N/A,2243,2299.00
3534,The DUFF,,"Romance, Comedy",1796,N/A,2299.25
3535,Strange Way of Life,,"Drama, Western, Romance",1797,N/A,2299.50
3536,City of Life and Death,,"Drama, History, War",N/A,2244,2299.75
3537,T2 Trainspotting,,"Drama, Comedy",1798,N/A,2299.75
3538,The Grinch,,"Animation, Family, Comedy, Fantasy",1799,N/A,2300.00
3539,The Social Dilemma,,"Documentary, Drama",1800,N/A,2300.25
3540,Confessions of a Shopaholic,,"Comedy, Romance",1801,N/A,2300.50
3541,Tange Sazen and the Pot Worth a Million Ryo,,"Drama, Comedy",N/A,2245,2300.50
3542,Little Women,,"Drama, Romance, History",1945,2419,2300.50
3543,The Card Counter,,"Drama, Thriller",1802,N/A,2300.75
3544,Scary Movie 2,,Comedy,1803,N/A,2301.00
3545,Trust,,"Crime, Drama, Thriller",N/A,2246,2301.25
3546,One Piece: Baron Omatsuri and the Secret Island,,"Action, Animation, Comedy",N/A,2247,2302.00
3547,Belladonna of Sadness,,"Animation, Drama, Fantasy",1808,N/A,2302.25
3548,Baywatch,,"Comedy, Action, Crime",1809,N/A,2302.50
3549,The Fountain,,"Drama, Adventure, Science Fiction, Romance",1810,N/A,2302.75
3550,Idiocracy,,"Comedy, Science Fiction, Adventure",1811,N/A,2303.00
3551,The Birdcage,,Comedy,1812,N/A,2303.25
3552,Wish,,"Animation, Family, Fantasy, Adventure",1813,N/A,2303.50
3553,Mobile Suit Zeta Gundam,,"Action, Animation, Science Fiction",N/A,2249,2303.50
3554,"Argentina, 1985",,"Drama, History, Crime",1814,N/A,2303.75
3555,Saw V,,"Horror, Thriller, Crime",1815,N/A,2304.00
3556,The Last of Us,,Documentary,N/A,2250,2304.25
3557,D.E.B.S.,,"Action, Comedy, Romance",1818,N/A,2304.75
3558,The Mummy Returns,,"Adventure, Action, Fantasy",1819,N/A,2305.00
3559,The Good Lord Bird,,,N/A,2251,2305.00
3560,The Exorcist: Believer,,"Horror, Thriller",1820,N/A,2305.25
3561,Final Destination 2,,"Horror, Mystery",1821,N/A,2305.50
3562,Marona's Fantastic Tale,,"Animation, Drama, Family",N/A,2252,2305.75
3563,End of Watch,,"Crime, Drama, Thriller",1822,N/A,2305.75
3564,Pink Flamingos,,"Comedy, Crime",1823,N/A,2306.00
3565,Green Lantern,,"Adventure, Action, Thriller, Science Fiction",1824,N/A,2306.25
3566,L'Amour fou,,Documentary,N/A,2253,2306.50
3567,The Square,,Drama,1825,N/A,2306.50
3568,Spiral: From the Book of Saw,,"Horror, Mystery",1826,N/A,2306.75
3569,Zathura: A Space Adventure,,"Science Fiction, Adventure, Family",1827,N/A,2307.00
3570,One Night Stand: Flight of the Conchords,,"Comedy, Music",N/A,2254,2307.25
3571,Dahmer – Monster: The Jeffrey Dahmer Story,,,1828,N/A,2307.25
3572,Big Daddy,,"Comedy, Drama",1829,N/A,2307.50
3573,Empire Records,,"Music, Comedy, Drama",1830,N/A,2307.75
3574,Ashes and Snow,,"Documentary, Drama",N/A,2255,2308.00
3575,Passages,,"Romance, Drama",1832,N/A,2308.25
3576,The Squid and the Whale,,"Comedy, Drama",1833,N/A,2308.50
3577,Fast Times at Ridgemont High,,Comedy,1834,N/A,2308.75
3578,The Old Man and the Sea,,"Adventure, Drama",N/A,2256,2308.75
3579,Harry Potter 20th Anniversary: Return to Hogwarts,,Documentary,1835,N/A,2309.00
3580,Entergalactic,,"Animation, Romance, Music",1837,N/A,2309.50
3581,El Keif,,"Drama, Crime, Comedy",N/A,2257,2309.50
3582,Goldfinger,,"Adventure, Action, Thriller",1838,N/A,2309.75
3583,Bob Marley: One Love,,"Music, History, Drama",1839,N/A,2310.00
3584,Spaced: Skip to the End,,Documentary,N/A,2258,2310.25
3585,Sky High,,"Adventure, Comedy, Family",1840,N/A,2310.25
3586,Star Trek Beyond,,"Action, Adventure, Science Fiction",1842,N/A,2310.75
3587,Hotel Transylvania 2,,"Animation, Comedy, Family, Fantasy",1843,N/A,2311.00
3588,Ichi the Killer,,"Action, Crime, Horror",1844,N/A,2311.25
3589,House of 1000 Corpses,,Horror,1845,N/A,2311.50
3590,As Good as It Gets,,"Drama, Comedy, Romance",1846,N/A,2311.75
3591,"War and Peace, Part II: Natasha Rostova",,"History, Romance, Drama, War",N/A,2260,2311.75
3592,The Covenant,,"Fantasy, Horror, Adventure, Action",1847,N/A,2312.00
3593,Color Out of Space,,"Horror, Science Fiction, Mystery, Thriller",1848,N/A,2312.25
3594,Victoria,,"Crime, Thriller, Romance",1849,N/A,2312.50
3595,Lovely★Complex,,"Comedy, Romance",N/A,2261,2312.50
3596,The Piano,,"Drama, Romance",1850,N/A,2312.75
3597,Holidate,,"Comedy, Romance",1851,N/A,2313.00
3598,National Theatre Live: A Streetcar Named Desire,,Drama,N/A,2262,2313.25
3599,Ghostbusters II,,"Comedy, Fantasy",1852,N/A,2313.25
3600,Am I OK?,,"Drama, Comedy, Romance",1853,N/A,2313.50
3601,Pitch Perfect 3,,"Comedy, Music",1854,N/A,2313.75
3602,A Christmas Story,,"Comedy, Family",1855,N/A,2314.00
3603,The Great White Silence,,Documentary,N/A,2263,2314.00
3604,Ma Rainey's Black Bottom,,"Drama, Music",1856,N/A,2314.25
3605,Elysium,,"Science Fiction, Action, Drama, Thriller",1857,N/A,2314.50
3606,MTV Unplugged presents: twenty one pilots,,Music,N/A,2264,2314.75
3607,Tremors,,"Horror, Action, Science Fiction, Comedy",1858,N/A,2314.75
3608,The Accountant,,"Crime, Thriller, Drama",1860,N/A,2315.25
3609,Bend It Like Beckham,,"Comedy, Drama, Romance",1861,N/A,2315.50
3610,Queen: Hungarian Rhapsody - Live in Budapest '86,,"Music, Documentary",N/A,2265,2315.50
3611,Happy Death Day 2U,,"Comedy, Horror, Science Fiction",1862,N/A,2315.75
3612,Underwater,,"Horror, Science Fiction, Action, Adventure",1863,N/A,2316.00
3613,The Lion in Winter,,"Drama, History",N/A,2266,2316.25
3614,No Strings Attached,,"Comedy, Romance",1867,N/A,2317.00
3615,Sea Countrymen,,Documentary,N/A,2267,2317.00
3616,The Santa Clause,,"Fantasy, Drama, Comedy, Family",1868,N/A,2317.25
3617,Maurice,,"Drama, Romance",1869,N/A,2317.50
3618,George Carlin's American Dream,,,N/A,2268,2317.75
3619,Chicken Run: Dawn of the Nugget,,"Family, Animation, Adventure, Comedy",1871,N/A,2318.00
3620,Dark Waters,,"Drama, Thriller",1872,N/A,2318.25
3621,The Only Son,,Drama,N/A,2269,2318.50
3622,Revolutionary Road,,"Drama, Romance",1873,N/A,2318.50
3623,Alien Resurrection,,"Science Fiction, Horror, Action",1874,N/A,2318.75
3624,Marley & Me,,"Comedy, Family",1875,N/A,2319.00
3625,Linkin Park and Friends - Celebrate Life in Honor of Chester Bennington,,Music,N/A,2270,2319.25
3626,Mary Poppins Returns,,"Fantasy, Family, Comedy",1878,N/A,2319.75
3627,Lights Out,,"Action, Thriller",1879,N/A,2320.00
3628,SmartLess: On the Road,,,N/A,2271,2320.00
3629,Roald Dahl's Matilda the Musical,,"Family, Comedy, Fantasy",1880,N/A,2320.25
3630,Spy,,"Action, Comedy, Crime",1881,N/A,2320.50
3631,Songs for Drella,,Music,N/A,2272,2320.75
3632,A Goofy Movie,,"Romance, Animation, Family, Comedy, Adventure",1883,N/A,2321.00
3633,Demolition,,"Comedy, Drama",1884,N/A,2321.25
3634,Made of Air,,,N/A,2273,2321.50
3635,A Christmas Carol,,"Animation, Family, Fantasy",1885,N/A,2321.50
3636,Disturbia,,"Thriller, Drama, Mystery",1886,N/A,2321.75
3637,Apocalypto,,"Action, Drama, History",1887,N/A,2322.00
3638,The Gift,,"Horror, Drama, Thriller, Mystery",1888,N/A,2322.25
3639,"Belfast, Maine",,Documentary,N/A,2274,2322.25
3640,The Lodge,,Horror,1889,N/A,2322.50
3641,Real Steel,,"Action, Science Fiction, Drama",1890,N/A,2322.75
3642,Die Hard With a Vengeance,,"Action, Thriller",1891,N/A,2323.00
3643,Meeting the Man: James Baldwin in Paris,,Documentary,N/A,2275,2323.00
3644,Jarhead,,"Drama, War",1892,N/A,2323.25
3645,Bone Tomahawk,,"Western, Horror, Drama",1893,N/A,2323.50
3646,At Land,,"Mystery, Fantasy",N/A,2276,2323.75
3647,Pretty in Pink,,"Romance, Drama, Comedy",1894,N/A,2323.75
3648,Ruby Sparks,,"Comedy, Romance, Fantasy, Drama",1896,N/A,2324.25
3649,Transformers: Age of Extinction,,"Science Fiction, Action, Adventure",1897,N/A,2324.50
3650,L'Argent,,"Crime, Drama",N/A,2277,2324.50
3651,Tetsuo: The Iron Man,,"Horror, Science Fiction",1898,N/A,2324.75
3652,Dirty Harry,,"Action, Crime, Thriller",1899,N/A,2325.00
3653,God's Own Country,,"Romance, Drama",1882,2473,2325.25
3654,For the Hungry Boy,,,N/A,2278,2325.25
3655,Ice Age: Continental Drift,,"Animation, Comedy, Adventure, Family",1900,N/A,2325.25
3656,The Pope's Exorcist,,"Horror, Thriller",1901,N/A,2325.50
3657,Blue Jasmine,,Drama,1902,N/A,2325.75
3658,The Old Guard,,"Action, Fantasy",1904,N/A,2326.25
3659,La Promesse,,Drama,N/A,2280,2326.75
3660,The Phantom of the Opera,,"Thriller, Drama, Romance",1906,N/A,2326.75
3661,Sympathy for Mr. Vengeance,,"Action, Drama, Thriller",1903,2468,2326.75
3662,Hellraiser,,"Horror, Mystery",1907,N/A,2327.00
3663,Red Dragon,,"Crime, Thriller, Horror",1908,N/A,2327.25
3664,The House Bunny,,"Romance, Comedy",1909,N/A,2327.50
3665,Better Days,,Drama,N/A,2281,2327.50
3666,1408,,"Horror, Mystery",1910,N/A,2327.75
3667,Un Chien Andalou,,"Horror, Fantasy",1911,N/A,2328.00
3668,Gentlemen Prefer Blondes,,"Comedy, Romance",1912,N/A,2328.25
3669,Yuri!!! on Ice,,,N/A,2282,2328.25
3670,Dead Ringers,,"Thriller, Horror",1913,N/A,2328.50
3671,Kajillionaire,,"Crime, Drama, Comedy",1914,N/A,2328.75
3672,Kannathil Muthamittal,,"Drama, War",N/A,2283,2329.00
3673,Invasion of the Body Snatchers,,"Science Fiction, Horror",1915,N/A,2329.00
3674,In a Violent Nature,,"Horror, Thriller",1916,N/A,2329.25
3675,Hubie Halloween,,"Comedy, Mystery, Horror",1917,N/A,2329.50
3676,Movie Dementia,,"Fantasy, Drama",N/A,2284,2329.75
3677,Easy Rider,,"Adventure, Drama",1918,N/A,2329.75
3678,You Are So Not Invited to My Bat Mitzvah,,Comedy,1919,N/A,2330.00
3679,Sense and Sensibility,,"Drama, Romance",1920,N/A,2330.25
3680,Bao,,"Animation, Family, Fantasy",1921,N/A,2330.50
3681,That Obscure Object of Desire,,"Comedy, Drama, Romance",N/A,2285,2330.50
3682,The Warriors,,"Action, Thriller",1922,N/A,2330.75
3683,Saw VI,,"Horror, Thriller",1923,N/A,2331.00
3684,The Little Things,,"Drama, Crime, Thriller",1924,N/A,2331.25
3685,Liza with a Z,,"Music, TV Movie",N/A,2286,2331.25
3686,His House,,"Horror, Thriller",1925,N/A,2331.50
3687,Through the Darkness,,"Drama, Action, Crime",N/A,2287,2332.00
3688,The Maltese Falcon,,"Mystery, Crime, Thriller",1927,N/A,2332.00
3689,Jigsaw,,"Horror, Mystery",1928,N/A,2332.25
3690,Lethal Weapon,,"Adventure, Action, Comedy, Thriller, Crime",1929,N/A,2332.50
3691,Falling Down,,"Crime, Drama, Thriller",1930,N/A,2332.75
3692,The Girl and The Robot,,Animation,N/A,2288,2332.75
3693,Bronson,,"Drama, Action, Crime",1931,N/A,2333.00
3694,Garden State,,"Comedy, Drama, Romance",1932,N/A,2333.25
3695,Velvet Buzzsaw,,"Thriller, Mystery, Horror",1933,N/A,2333.50
3696,Brasil,,"Music, Documentary",N/A,2289,2333.50
3697,Casper,,"Fantasy, Comedy, Family",1934,N/A,2333.75
3698,Lake Mungo,,"Horror, Thriller",1935,N/A,2334.00
3699,A Rainy Day in New York,,"Comedy, Romance",1936,N/A,2334.25
3700,My Friends,,Romance,N/A,2290,2334.25
3701,Sexy Beast,,"Crime, Drama, Thriller",1937,N/A,2334.50
3702,Die Hard 2,,"Action, Thriller",1938,N/A,2334.75
3703,Wendell & Wild,,"Animation, Comedy, Fantasy, Horror",1939,N/A,2335.00
3704,Lady Gaga's artRAVE - The ARTPOP Ball,,Music,N/A,2291,2335.00
3705,The Road,,"Adventure, Drama",1940,N/A,2335.25
3706,Jeepers Creepers,,"Horror, Thriller, Mystery, Drama",1941,N/A,2335.50
3707,Ordinary People,,Drama,N/A,2292,2335.75
3708,Crawl,,"Thriller, Horror, Action, Adventure",1943,N/A,2336.00
3709,Wanted,,"Action, Thriller, Crime",1944,N/A,2336.25
3710,Phoenix,,Drama,N/A,2293,2336.50
3711,Spirit: Stallion of the Cimarron,,"Animation, Adventure, Comedy, Family, Drama, Western, Romance",1946,N/A,2336.75
3712,Nowhere,,"Thriller, Drama",1947,N/A,2337.00
3713,The Watchers,,"Fantasy, Mystery, Thriller, Horror",1948,N/A,2337.25
3714,Madonna: Blond Ambition World Tour Live,,Music,N/A,2294,2337.25
3715,The Last Airbender,,"Action, Adventure, Fantasy",1950,N/A,2337.75
3716,Purple Noon,,"Crime, Thriller, Drama",N/A,2295,2338.00
3717,Christiane F.,,Drama,1951,N/A,2338.00
3718,Ghost Rider,,"Thriller, Action, Fantasy",1952,N/A,2338.25
3719,Hostel,,Horror,1953,N/A,2338.50
3720,Jean de Florette,,Drama,N/A,2296,2338.75
3721,Hannah Montana: The Movie,,"Comedy, Drama, Family, Music, Romance",1954,N/A,2338.75
3722,Camp Rock,,"Music, Comedy, Drama, Romance, Family, TV Movie",1955,N/A,2339.00
3723,Letters to Juliet,,"Comedy, Drama, Romance",1956,N/A,2339.25
3724,Remember Me,,"Drama, Romance",1957,N/A,2339.50
3725,The Triplets of Belleville,,"Animation, Comedy, Drama",N/A,2297,2339.50
3726,Vicky Cristina Barcelona,,"Drama, Romance",1958,N/A,2339.75
3727,The Sandlot,,"Family, Comedy",1959,N/A,2340.00
3728,Con Air,,"Action, Thriller, Crime",1960,N/A,2340.25
3729,Sullivan's Travels,,"Comedy, Romance, Adventure",N/A,2298,2340.25
3730,Goodnight Mommy,,"Horror, Thriller, Mystery",1962,N/A,2340.75
3731,Hitch,,"Comedy, Drama, Romance",1963,N/A,2341.00
3732,Nelson Cavaquinho,,"Documentary, Music",N/A,2299,2341.00
3733,Happiness,,"Comedy, Drama",1964,N/A,2341.25
3734,Long Shot,,"Comedy, Romance",1965,N/A,2341.50
3735,Paul,,"Adventure, Comedy, Science Fiction",1966,N/A,2341.75
3736,Liz and the Blue Bird,,"Animation, Drama, Music",N/A,2300,2341.75
3737,To All the Boys: Always and Forever,,"Romance, Comedy, Drama",1967,N/A,2342.00
3738,Superman,,"Science Fiction, Action, Adventure",1968,N/A,2342.25
3739,"BloodSisters: Leather, Dykes, and Sadomasochism",,Documentary,N/A,2301,2342.50
3740,The Eyes of Tammy Faye,,"Drama, History",1970,N/A,2342.75
3741,Extraction 2,,"Action, Thriller",1971,N/A,2343.00
3742,Interstellar: Nolan's Odyssey,,Documentary,N/A,2302,2343.25
3743,Deep Red,,"Horror, Mystery, Thriller",1972,N/A,2343.25
3744,Tomb Raider,,"Action, Adventure, Fantasy",1973,N/A,2343.50
3745,Sisu,,"Action, War, Adventure",1974,N/A,2343.75
3746,Aquamarine,,"Fantasy, Romance, Family, Comedy",1975,N/A,2344.00
3747,Maleficent: Mistress of Evil,,"Family, Fantasy, Adventure, Action",1976,N/A,2344.25
3748,Up in the Air,,"Drama, Romance",1977,N/A,2344.50
3749,Not Another Teen Movie,,Comedy,1978,N/A,2344.75
3750,Problemista,,Comedy,1980,N/A,2345.25
3751,Master and Commander: The Far Side of the World,,"Adventure, Drama, War",1982,N/A,2345.75
3752,Eurovision Song Contest: The Story of Fire Saga,,"Comedy, Music",1983,N/A,2346.00
3753,Christine,,Drama,1984,N/A,2346.25
3754,To Live and Die in L.A.,,"Crime, Thriller, Action",N/A,2306,2346.25
3755,The Fog,,Horror,1985,N/A,2346.50
3756,Scanners,,"Science Fiction, Horror",1987,N/A,2347.00
3757,Tux and Fanny,,"Animation, Fantasy, Comedy, Adventure",N/A,2307,2347.00
3758,Central Intelligence,,"Action, Comedy, Crime, Mystery",1988,N/A,2347.25
3759,Stewart Lee: Carpet Remnant World,,Comedy,N/A,2308,2347.75
3760,Horton Hears a Who!,,"Animation, Comedy, Family, Adventure, Fantasy",1990,N/A,2347.75
3761,"South Park: Bigger, Longer & Uncut",,"Animation, Comedy",1991,N/A,2348.00
3762,Valerian and the City of a Thousand Planets,,"Adventure, Science Fiction, Action",1992,N/A,2348.25
3763,What Happened Was...,,"Comedy, Drama, Romance",N/A,2309,2348.50
3764,Austin Powers in Goldmember,,"Comedy, Crime, Science Fiction",1993,N/A,2348.50
3765,Picnic at Hanging Rock,,"Drama, Mystery",1994,N/A,2348.75
3766,Linkin Park: Live in Texas,,"Music, Documentary",N/A,2310,2349.25
3767,Chappie,,"Crime, Action, Science Fiction",1997,N/A,2349.50
3768,The Searchers,,Western,1998,N/A,2349.75
3769,Sleepaway Camp,,Horror,1999,N/A,2350.00
3770,Cleaners,,Comedy,N/A,2311,2350.00
3771,Krampus,,"Horror, Comedy, Fantasy",2000,N/A,2350.25
3772,Trolls,,"Family, Animation, Fantasy, Adventure, Comedy, Music",2001,N/A,2350.50
3773,Night on Earth,,"Comedy, Drama",2043,2453,2350.50
3774,The World of Us,,Drama,N/A,2312,2350.75
3775,Tombstone,,"Western, Action",2002,N/A,2350.75
3776,Colossal Youth,,"Comedy, Drama, Romance",N/A,2313,2351.50
3777,True Lies,,"Action, Thriller",2005,N/A,2351.50
3778,Man on Fire,,"Action, Drama, Thriller",2007,N/A,2352.00
3779,Daguerréotypes,,Documentary,N/A,2314,2352.25
3780,The Sea Beast,,"Animation, Adventure, Family, Fantasy",2008,N/A,2352.25
3781,Kill Your Darlings,,"Drama, Romance, Thriller",2009,N/A,2352.50
3782,Julie & Julia,,Drama,2011,N/A,2353.00
3783,A Farewell to Ozark,,Documentary,N/A,2315,2353.00
3784,The Wedding Singer,,"Romance, Comedy",2013,N/A,2353.50
3785,Benedetta,,"Drama, History, Romance",2015,N/A,2354.00
3786,Ticket to Paradise,,"Drama, Comedy, Romance",2016,N/A,2354.25
3787,Deck of Cards,,Comedy,N/A,2317,2354.50
3788,Broker,,Drama,2019,N/A,2355.00
3789,Stranger Than Fiction,,"Comedy, Drama, Fantasy, Romance",2020,N/A,2355.25
3790,Notre Dame de Paris,,"Drama, History, Horror",N/A,2318,2355.25
3791,Carrie,,"Horror, Thriller",2021,N/A,2355.50
3792,Hachi: A Dog's Tale,,"Drama, Family",2022,N/A,2355.75
3793,Jigarthanda,,"Drama, Crime",N/A,2319,2356.00
3794,I Lost My Body,,"Animation, Drama, Fantasy",2025,N/A,2356.50
3795,Kung Fu Hustle,,"Action, Comedy, Crime, Fantasy",2026,N/A,2356.75
3796,The Muppet Movie,,"Comedy, Adventure, Music, Family",N/A,2320,2356.75
3797,After,,"Romance, Drama",2027,N/A,2357.00
3798,A Tale of Two Sisters,,"Drama, Horror, Mystery",2028,N/A,2357.25
3799,I Think This Is the Closest to How the Footage Looked,,Documentary,N/A,2321,2357.50
3800,Instant Family,,"Comedy, Drama",2029,N/A,2357.50
3801,Meet the Fockers,,"Comedy, Romance",2031,N/A,2358.00
3802,Reality,,"Drama, Thriller",2032,N/A,2358.25
3803,The Hourglass Sanatorium,,"Drama, Fantasy",N/A,2322,2358.25
3804,Magic Mike,,"Drama, Comedy",2033,N/A,2358.50
3805,The Good Nurse,,"Drama, Crime, Mystery",2034,N/A,2358.75
3806,Collective,,Documentary,N/A,2323,2359.00
3807,Killer Klowns from Outer Space,,"Comedy, Horror, Science Fiction",2035,N/A,2359.00
3808,Braindead,,"Horror, Comedy",2037,N/A,2359.50
3809,Stalag 17,,"Comedy, Drama, War",N/A,2324,2359.75
3810,Alice Through the Looking Glass,,"Adventure, Family, Fantasy",2038,N/A,2359.75
3811,Bringing Out the Dead,,Drama,2040,N/A,2360.25
3812,Turnê Anti-Herói,Ao Vivo,"Music, Documentary",N/A,2325,2360.50
3813,Dracula,,Horror,2041,N/A,2360.50
3814,Contempt,,Horror,2042,N/A,2360.75
3815,Tucker and Dale vs. Evil,,"Comedy, Horror",2044,N/A,2361.25
3816,Dr. No,,"Adventure, Action, Thriller",2045,N/A,2361.50
3817,The Miseducation of Cameron Post,,Drama,2046,N/A,2361.75
3818,Don't Hug Me I'm Scared 4,,"Horror, Fantasy, Animation, Music",N/A,2327,2362.00
3819,Friday the 13th Part 2,,"Horror, Thriller",2047,N/A,2362.00
3820,John Tucker Must Die,,"Comedy, Romance",2048,N/A,2362.25
3821,Force Majeure,,Drama,2049,N/A,2362.50
3822,The Verdict,,Drama,N/A,2328,2362.75
3823,How to Blow Up a Pipeline,,"Crime, Drama, Thriller",2050,N/A,2362.75
3824,Annabelle Comes Home,,Horror,2051,N/A,2363.00
3825,Men in Black: International,,"Comedy, Science Fiction, Action",2052,N/A,2363.25
3826,Manichitrathazhu,,"Fantasy, Thriller, Horror",N/A,2329,2363.50
3827,Fantastic Four,,"Action, Fantasy, Science Fiction",2053,N/A,2363.50
3828,Anchorman 2: The Legend Continues,,Comedy,2054,N/A,2363.75
3829,Miller's Girl,,"Thriller, Comedy, Drama",2055,N/A,2364.00
3830,"I Was Born, But...",,"Comedy, Drama",N/A,2330,2364.25
3831,Gone Baby Gone,,"Crime, Drama, Mystery",2057,N/A,2364.50
3832,Nacho Libre,,"Comedy, Family, Drama",2058,N/A,2364.75
3833,The Lunchbox,,"Drama, Romance",N/A,2331,2365.00
3834,Following,,"Drama, Thriller",2059,N/A,2365.00
3835,Purple Hearts,,"Romance, Drama",2060,N/A,2365.25
3836,Public Enemies,,"Crime, History",2061,N/A,2365.50
3837,Titicut Follies,,Documentary,N/A,2332,2365.75
3838,The Book of Life,,"Animation, Adventure, Comedy, Family, Fantasy",2063,N/A,2366.00
3839,A Nightmare on Elm Street Part 2: Freddy's Revenge,,Horror,2064,N/A,2366.25
3840,The Promised Land,,"History, Drama",N/A,2333,2366.50
3841,The Tomorrow War,,"Action, Science Fiction, Adventure",2066,N/A,2366.75
3842,Frank,,"Comedy, Drama, Mystery",2067,N/A,2367.00
3843,Savage X Fenty Show,,Documentary,N/A,2334,2367.25
3844,Lord of War,,"Crime, Drama, Thriller",2068,N/A,2367.25
3845,Haunted Mansion,,"Comedy, Drama, Horror, Fantasy",2069,N/A,2367.50
3846,The Last of the Mohicans,,"Action, Adventure, Drama, History, Romance, War",2070,N/A,2367.75
3847,Saturday Night Fever,,"Music, Drama",2071,N/A,2368.00
3848,The New ‘On Cinema’ Oscar Special,,,N/A,2335,2368.00
3849,IF,,"Comedy, Fantasy, Family",2073,N/A,2368.50
3850,National Theatre Live: Hamlet,,"Drama, Romance",N/A,2336,2368.75
3851,The Harder They Fall,,Western,2074,N/A,2368.75
3852,A Nightmare on Elm Street 3: Dream Warriors,,"Horror, Thriller, Fantasy",2075,N/A,2369.00
3853,Halloween III: Season of the Witch,,"Horror, Thriller, Science Fiction",2076,N/A,2369.25
3854,Fighting Spirit - Mashiba vs. Kimura,,"Animation, Comedy, Drama, Action",N/A,2337,2369.50
3855,Monte Carlo,,"Adventure, Comedy, Romance",2079,N/A,2370.00
3856,The Blue Planet,,"Action, Adventure, Family, Science Fiction",N/A,2338,2370.25
3857,The Bob's Burgers Movie,,"Animation, Adventure, Comedy",2080,N/A,2370.25
3858,Always Be My Maybe,,"Romance, Comedy",2081,N/A,2370.50
3859,Hulk,,"Science Fiction, Adventure, Action",2082,N/A,2370.75
3860,Dances with Wolves,,"Adventure, Drama, Western",2083,N/A,2371.00
3861,"It's Okay, That's Love",,,N/A,2339,2371.00
3862,What Happened to Monday,,"Science Fiction, Thriller, Drama, Mystery, Action",2084,N/A,2371.25
3863,Dead Man,,"Drama, Fantasy, Western",2085,N/A,2371.50
3864,Mad Max Beyond Thunderdome,,"Action, Adventure, Science Fiction",2086,N/A,2371.75
3865,The Girl Next Door,,"Comedy, Romance",2088,N/A,2372.25
3866,Time Piece,,"Comedy, Music, Fantasy",N/A,2341,2372.50
3867,Road to Perdition,,"Crime, Drama, Thriller",2090,N/A,2372.75
3868,Spiderhead,,"Science Fiction, Thriller",2091,N/A,2373.00
3869,EO,,"Drama, Adventure",2092,N/A,2373.25
3870,Mike Birbiglia: My Girlfriend's Boyfriend,,Comedy,N/A,2342,2373.25
3871,Bros,,"Comedy, Romance",2094,N/A,2373.75
3872,Song of Love,,"Drama, Fantasy, Romance",N/A,2343,2374.00
3873,Legend,,"Crime, Thriller",2095,N/A,2374.00
3874,The Strange Thing About the Johnsons,,"Drama, Horror",2096,N/A,2374.25
3875,Rush Hour 2,,"Action, Comedy, Crime",2097,N/A,2374.50
3876,Bidoof's Big Stand,,"Animation, Family",N/A,2344,2374.75
3877,GoldenEye,,"Adventure, Action, Thriller",2098,N/A,2374.75
3878,"sex, lies, and videotape",,Drama,2099,N/A,2375.00
3879,How to Survive a Plague,,"Documentary, History",N/A,2345,2375.50
3880,Lemonade Mouth,,"Drama, Comedy, TV Movie",2101,N/A,2375.50
3881,Incantation,,"Horror, Thriller",2102,N/A,2375.75
3882,Creep 2,,Horror,2103,N/A,2376.00
